"week","franchise_id","franchise_name","franchise_score","lineup_slot","player_score","projected_score","player_id","player_name","pos","team"
1,2,"Remember The Titans",118.30000000000001,"BE",0,0,15795,"DeAndre Hopkins","WR","ARI"
1,2,"Remember The Titans",118.30000000000001,"BE",9.100000000000001,9.6,4361370,"Chris Olave","WR","NOS"
1,2,"Remember The Titans",118.30000000000001,"BE",9.96,10,4383351,"Trey Lance","QB","SFO"
1,2,"Remember The Titans",118.30000000000001,"RB/WR/TE",14.3,14.5,4241372,"Marquise Brown","WR","ARI"
1,3,"Team Allie",116.75999999999999,"QB",23.259999999999998,20.8,4038941,"Justin Herbert","QB","LAC"
1,3,"Team Allie",116.75999999999999,"RB",0,12.4,4240021,"Cam Akers","RB","LAR"
1,3,"Team Allie",116.75999999999999,"RB",8,8,4035538,"David Montgomery","RB","CHI"
1,3,"Team Allie",116.75999999999999,"WR",31.8,19.7,2977187,"Cooper Kupp","WR","LAR"
1,3,"Team Allie",116.75999999999999,"WR",26.200000000000003,16.7,2976212,"Stefon Diggs","WR","BUF"
1,3,"Team Allie",116.75999999999999,"TE",11.9,11.9,2576925,"Darren Waller","TE","OAK"
1,3,"Team Allie",116.75999999999999,"DST",3,8.5,-16018,"Saints D/ST","DST","NOS"
1,3,"Team Allie",116.75999999999999,"K",6,8.4,15683,"Justin Tucker","K","BAL"
1,3,"Team Allie",116.75999999999999,"BE",22.4,11.6,4242214,"Clyde Edwards-Helaire","RB","KCC"
1,3,"Team Allie",116.75999999999999,"BE",4.9,4.9,4360238,"Dameon Pierce","RB","HOU"
1,3,"Team Allie",116.75999999999999,"BE",5.1,12.6,3135321,"Hunter Renfrow","WR","OAK"
1,3,"Team Allie",116.75999999999999,"BE",7.8,16.9,12483,"Matthew Stafford","QB","LAR"
1,3,"Team Allie",116.75999999999999,"BE",6.7,6.7,4360438,"Brandon Aiyuk","WR","SFO"
1,3,"Team Allie",116.75999999999999,"BE",9.2,8.4,4569618,"Garrett Wilson","WR","NYJ"
1,3,"Team Allie",116.75999999999999,"BE",9.4,11.7,4046692,"Chase Claypool","WR","CHI"
1,3,"Team Allie",116.75999999999999,"RB/WR/TE",6.6,12.9,16460,"Adam Thielen","WR","MIN"
1,4,"Royal T",145.38,"QB",31.480000000000004,22.6,3918298,"Josh Allen","QB","BUF"
1,4,"Royal T",145.38,"RB",27.5,27.5,4242335,"Jonathan Taylor","RB","IND"
1,4,"Royal T",145.38,"RB",15.3,13.9,3128720,"Nick Chubb","RB","CLE"
1,4,"Royal T",145.38,"WR",4.9,17,4241389,"CeeDee Lamb","WR","DAL"
1,4,"Royal T",145.38,"WR",27.1,27.1,4035687,"Michael Pittman Jr.","WR","IND"
1,4,"Royal T",145.38,"TE",1.1,8.6,3116164,"Mike Gesicki","TE","MIA"
1,4,"Royal T",145.38,"DST",9,5.8,-16033,"Ravens D/ST","DST","BAL"
1,4,"Royal T",145.38,"K",9,8.3,3055899,"Harrison Butker","K","KCC"
1,4,"Royal T",145.38,"BE",0,0,3040151,"George Kittle","TE","SFO"
1,4,"Royal T",145.38,"BE",20.200000000000003,13.5,4241463,"Jerry Jeudy","WR","DEN"
1,4,"Royal T",145.38,"BE",18.5,18.5,4045163,"Miles Sanders","RB","PHI"
1,4,"Royal T",145.38,"BE",0,0,4241478,"DeVonta Smith","WR","PHI"
1,4,"Royal T",145.38,"BE",0,0,3128390,"Allen Lazard","WR","GBP"
1,4,"Royal T",145.38,"BE",3.7,19.7,8439,"Aaron Rodgers","QB","GBP"
1,4,"Royal T",145.38,"BE",2.3,11.5,15880,"Robert Woods","WR","TEN"
1,4,"Royal T",145.38,"RB/WR/TE",20,15.5,4360294,"Antonio Gibson","RB","WAS"
1,5,"96' Dream  Team",96.52,"QB",20.22,21.2,3916387,"Lamar Jackson","QB","BAL"
1,5,"96' Dream  Team",96.52,"RB",15.700000000000001,21,3117251,"Christian McCaffrey","RB","SFO"
1,5,"96' Dream  Team",96.52,"RB",10.100000000000001,10.3,4427366,"Breece Hall","RB","NYJ"
1,5,"96' Dream  Team",96.52,"WR",12.6,12.6,3126486,"Deebo Samuel","WR","SFO"
1,5,"96' Dream  Team",96.52,"WR",18,15.9,3116406,"Tyreek Hill","WR","MIA"
1,5,"96' Dream  Team",96.52,"TE",3.9000000000000004,11.9,4360248,"Kyle Pitts","TE","ATL"
1,5,"96' Dream  Team",96.52,"DST",0,5.1,-16009,"Packers D/ST","DST","GBP"
1,5,"96' Dream  Team",96.52,"K",8,7.5,3917232,"Tyler Bass","K","BUF"
1,5,"96' Dream  Team",96.52,"BE",5.9,13.3,3051392,"Ezekiel Elliott","RB","DAL"
1,5,"96' Dream  Team",96.52,"BE",8.200000000000001,10.7,4040761,"Devin Singletary","RB","BUF"
1,5,"96' Dream  Team",96.52,"BE",22.7,13.1,2976316,"Michael Thomas","WR","NOS"
1,5,"96' Dream  Team",96.52,"BE",13.9,12.2,4360939,"Rashod Bateman","WR","BAL"
1,5,"96' Dream  Team",96.52,"BE",9.9,12.8,4372414,"Elijah Moore","WR","NYJ"
1,5,"96' Dream  Team",96.52,"BE",4.7,11.3,4569173,"Rhamondre Stevenson","RB","NEP"
1,5,"96' Dream  Team",96.52,"BE",11.4,10,15835,"Zach Ertz","TE","ARI"
1,5,"96' Dream  Team",96.52,"RB/WR/TE",8,14.5,3915416,"DJ Moore","WR","CAR"
1,6,"Its all Ball Bearings",121.12,"QB",18.22,18.1,3915511,"Joe Burrow","QB","CIN"
1,6,"Its all Ball Bearings",121.12,"RB",10.600000000000001,16.4,4241457,"Najee Harris","RB","PIT"
1,6,"Its all Ball Bearings",121.12,"RB",15.700000000000001,17.2,3115364,"Leonard Fournette","RB","TBB"
1,6,"Its all Ball Bearings",121.12,"WR",28.9,17,4362628,"Ja'Marr Chase","WR","CIN"
1,6,"Its all Ball Bearings",121.12,"WR",4.7,14.6,4239993,"Tee Higgins","WR","CIN"
1,6,"Its all Ball Bearings",121.12,"TE",13.2,11.7,3117256,"Dalton Schultz","TE","DAL"
1,6,"Its all Ball Bearings",121.12,"DST",6,6,-16025,"49ers D/ST","DST","SFO"
1,6,"Its all Ball Bearings",121.12,"K",10,8.1,16339,"Brandon McManus","K","DEN"
1,6,"Its all Ball Bearings",121.12,"BE",15.200000000000001,15.2,16731,"Brandin Cooks","WR","HOU"
1,6,"Its all Ball Bearings",121.12,"BE",4.1000000000000005,4.1,4241555,"Elijah Mitchell","RB","SFO"
1,6,"Its all Ball Bearings",121.12,"BE",4.7,11.6,2976499,"Amari Cooper","WR","CLE"
1,6,"Its all Ball Bearings",121.12,"BE",12.4,11.7,4426502,"Drake London","WR","ATL"
1,6,"Its all Ball Bearings",121.12,"BE",5.800000000000001,12.2,2577327,"Tyler Lockett","WR","SEA"
1,6,"Its all Ball Bearings",121.12,"BE",7.800000000000001,11,3925347,"Damien Harris","RB","NEP"
1,6,"Its all Ball Bearings",121.12,"BE",22.6,11.1,15807,"Cordarrelle Patterson","RB","ATL"
1,6,"Its all Ball Bearings",121.12,"RB/WR/TE",13.8,14.2,3121422,"Terry McLaurin","WR","WAS"
1,7,"Buckets DeVos",118.9,"QB",34.9,22.7,3139477,"Patrick Mahomes","QB","KCC"
1,7,"Buckets DeVos",118.9,"RB",13.8,16.8,3116593,"Dalvin Cook","RB","MIN"
1,7,"Buckets DeVos",118.9,"RB",10.600000000000001,15.7,3042519,"Aaron Jones","RB","GBP"
1,7,"Buckets DeVos",118.9,"WR",30.1,17.3,16800,"Davante Adams","WR","OAK"
1,7,"Buckets DeVos",118.9,"WR",3,13.9,3045138,"Mike Williams","WR","LAC"
1,7,"Buckets DeVos",118.9,"TE",0,9,4040980,"Irv Smith Jr.","TE","MIN"
1,7,"Buckets DeVos",118.9,"DST",4,7,-16004,"Bengals D/ST","DST","CIN"
1,7,"Buckets DeVos",118.9,"K",6,8.9,4249087,"Matt Gay","K","LAR"
1,7,"Buckets DeVos",118.9,"BE",18.8,12.3,4243537,"Gabe Davis","WR","BUF"
1,7,"Buckets DeVos",118.9,"BE",1.8,1.8,4040655,"Darnell Mooney","WR","CHI"
1,7,"Buckets DeVos",118.9,"BE",18,5.1,-16002,"Bills D/ST","DST","BUF"
1,7,"Buckets DeVos",118.9,"BE",10.38,19.1,2330,"Tom Brady","QB","TBB"
1,7,"Buckets DeVos",118.9,"BE",4.2,10.6,3916148,"Tony Pollard","RB","DAL"
1,7,"Buckets DeVos",118.9,"BE",0,0,4258595,"Cole Kmet","TE","CHI"
1,7,"Buckets DeVos",118.9,"BE",13.8,16,16757,"Derek Carr","QB","OAK"
1,7,"Buckets DeVos",118.9,"RB/WR/TE",16.5,17,3045147,"James Conner","RB","ARI"
1,8,"Run DKC",143.82,"QB",24.72,24.7,4040715,"Jalen Hurts","QB","PHI"
1,8,"Run DKC",143.82,"RB",11.2,19.6,3068267,"Austin Ekeler","RB","LAC"
1,8,"Run DKC",143.82,"RB",26.5,26.5,4259545,"D'Andre Swift","RB","DET"
1,8,"Run DKC",143.82,"WR",18.1,14.8,16737,"Mike Evans","WR","TBB"
1,8,"Run DKC",143.82,"WR",25.5,25.5,4047646,"A.J. Brown","WR","PHI"
1,8,"Run DKC",143.82,"TE",10.2,14.4,3116365,"Mark Andrews","TE","BAL"
1,8,"Run DKC",143.82,"DST",12,4.9,-16027,"Buccaneers D/ST","DST","TBB"
1,8,"Run DKC",143.82,"K",7,9,4360234,"Evan McPherson","K","CIN"
1,8,"Run DKC",143.82,"BE",20.62,20.5,3917315,"Kyler Murray","QB","ARI"
1,8,"Run DKC",143.82,"BE",0,0,4241985,"J.K. Dobbins","RB","BAL"
1,8,"Run DKC",143.82,"BE",23,12,3059915,"Kareem Hunt","RB","CLE"
1,8,"Run DKC",143.82,"BE",17.700000000000003,12.8,3895856,"Christian Kirk","WR","JAC"
1,8,"Run DKC",143.82,"BE",2.3000000000000003,12.2,4240600,"Kadarius Toney","WR","KCC"
1,8,"Run DKC",143.82,"BE",4,9.1,3046439,"Hunter Henry","TE","NEP"
1,8,"Run DKC",143.82,"BE",8.7,13.2,3139925,"Rashaad Penny","RB","SEA"
1,8,"Run DKC",143.82,"RB/WR/TE",8.6,13.1,4047650,"DK Metcalf","WR","SEA"
2,1,"White Stoners ",101.24000000000001,"QB",8.84,8.8,14880,"Kirk Cousins","QB","MIN"
2,1,"White Stoners ",101.24000000000001,"RB",11.299999999999999,11.3,3116385,"Joe Mixon","RB","CIN"
2,1,"White Stoners ",101.24000000000001,"RB",9.5,16,4361579,"Javonte Williams","RB","DEN"
2,1,"White Stoners ",101.24000000000001,"WR",10.8,10.8,4262921,"Justin Jefferson","WR","MIN"
2,1,"White Stoners ",101.24000000000001,"WR",39.400000000000006,13.5,4374302,"Amon-Ra St. Brown","WR","DET"
2,1,"White Stoners ",101.24000000000001,"TE",5.6,10.5,4036133,"T.J. Hockenson","TE","MIN"
2,1,"White Stoners ",101.24000000000001,"DST",0,0,-16005,"Browns D/ST","DST","CLE"
2,1,"White Stoners ",101.24000000000001,"K",4,4,10621,"Nick Folk","K","NEP"
2,1,"White Stoners ",101.24000000000001,"BE",13.7,13.7,3932905,"Diontae Johnson","WR","PIT"
2,1,"White Stoners ",101.24000000000001,"BE",0,0,3116165,"Chris Godwin","WR","TBB"
2,1,"White Stoners ",101.24000000000001,"BE",19.700000000000003,13,3128429,"Courtland Sutton","WR","DEN"
2,1,"White Stoners ",101.24000000000001,"BE",4,13.4,3120348,"JuJu Smith-Schuster","WR","KCC"
2,1,"White Stoners ",101.24000000000001,"BE",0,0,2577417,"Dak Prescott","QB","DAL"
2,1,"White Stoners ",101.24000000000001,"BE",5.1000000000000005,12.9,3119195,"Chase Edmonds","RB","DEN"
2,1,"White Stoners ",101.24000000000001,"BE",7.700000000000001,12.4,4239934,"AJ Dillon","RB","GBP"
2,1,"White Stoners ",101.24000000000001,"RB/WR/TE",11.799999999999999,17.3,3929630,"Saquon Barkley","RB","NYG"
2,2,"Remember The Titans",104.66,"QB",11.059999999999999,20.1,14881,"Russell Wilson","QB","DEN"
2,2,"Remember The Titans",104.66,"RB",8.5,17,3043078,"Derrick Henry","RB","TEN"
2,2,"Remember The Titans",104.66,"RB",9.100000000000001,14.6,4047365,"Josh Jacobs","RB","OAK"
2,2,"Remember The Titans",104.66,"WR",0,0,15818,"Keenan Allen","WR","LAC"
2,2,"Remember The Titans",104.66,"WR",40.1,13.2,4372016,"Jaylen Waddle","WR","MIA"
2,2,"Remember The Titans",104.66,"TE",10.100000000000001,16,15847,"Travis Kelce","TE","KCC"
2,2,"Remember The Titans",104.66,"DST",0,6.5,-16011,"Colts D/ST","DST","IND"
2,2,"Remember The Titans",104.66,"K",13,8.5,3051909,"Daniel Carlson","K","OAK"
2,2,"Remember The Titans",104.66,"BE",0,0,3054850,"Alvin Kamara","RB","NOS"
2,2,"Remember The Titans",104.66,"BE",8.3,10.3,4239996,"Travis Etienne Jr.","RB","JAC"
2,2,"Remember The Titans",104.66,"BE",15.3,11.7,16799,"Allen Robinson II","WR","LAR"
2,2,"Remember The Titans",104.66,"BE",13.200000000000001,13.2,3121023,"Dallas Goedert","TE","PHI"
2,2,"Remember The Titans",104.66,"BE",0,0,15795,"DeAndre Hopkins","WR","ARI"
2,2,"Remember The Titans",104.66,"BE",11,8.5,4361370,"Chris Olave","WR","NOS"
2,2,"Remember The Titans",104.66,"BE",2.5,18,4383351,"Trey Lance","QB","SFO"
2,2,"Remember The Titans",104.66,"RB/WR/TE",12.8,13.7,4241372,"Marquise Brown","WR","ARI"
2,3,"Team Allie",178.66,"QB",23.46,21.4,4038941,"Justin Herbert","QB","LAC"
2,3,"Team Allie",178.66,"RB",15.600000000000001,13.4,4035538,"David Montgomery","RB","CHI"
2,3,"Team Allie",178.66,"RB",15.8,12.2,4242214,"Clyde Edwards-Helaire","RB","KCC"
2,3,"Team Allie",178.66,"WR",31.8,20.2,2977187,"Cooper Kupp","WR","LAR"
2,3,"Team Allie",178.66,"WR",44.8,17.3,2976212,"Stefon Diggs","WR","BUF"
2,3,"Team Allie",178.66,"TE",17,11.5,2576925,"Darren Waller","TE","OAK"
2,3,"Team Allie",178.66,"DST",11,8.1,-16014,"Rams D/ST","DST","LAR"
2,3,"Team Allie",178.66,"K",10,8.7,15683,"Justin Tucker","K","BAL"
2,3,"Team Allie",178.66,"BE",8.200000000000001,8.1,4240021,"Cam Akers","RB","LAR"
2,3,"Team Allie",178.66,"BE",8.700000000000001,10.5,4360238,"Dameon Pierce","RB","HOU"
2,3,"Team Allie",178.66,"BE",10.9,11.7,3135321,"Hunter Renfrow","WR","OAK"
2,3,"Team Allie",178.66,"BE",18.880000000000003,18.1,12483,"Matthew Stafford","QB","LAR"
2,3,"Team Allie",178.66,"BE",11.3,10.7,4360438,"Brandon Aiyuk","WR","SFO"
2,3,"Team Allie",178.66,"BE",30,30,4569618,"Garrett Wilson","WR","NYJ"
2,3,"Team Allie",178.66,"BE",6.6,6.6,4046692,"Chase Claypool","WR","CHI"
2,3,"Team Allie",178.66,"RB/WR/TE",9.2,9.2,16460,"Adam Thielen","WR","MIN"
2,4,"Royal T",122.88000000000001,"QB",29.68,24.4,3918298,"Josh Allen","QB","BUF"
2,4,"Royal T",122.88000000000001,"RB",7.300000000000001,21.7,4242335,"Jonathan Taylor","RB","IND"
2,4,"Royal T",122.88000000000001,"RB",32.300000000000004,32.3,3128720,"Nick Chubb","RB","CLE"
2,4,"Royal T",122.88000000000001,"WR",15.1,15.1,4241389,"CeeDee Lamb","WR","DAL"
2,4,"Royal T",122.88000000000001,"WR",2.2,12.7,4241463,"Jerry Jeudy","WR","DEN"
2,4,"Royal T",122.88000000000001,"TE",12.2,12.2,4361411,"Pat Freiermuth","TE","PIT"
2,4,"Royal T",122.88000000000001,"DST",2,2,-16023,"Steelers D/ST","DST","PIT"
2,4,"Royal T",122.88000000000001,"K",10,7.7,12731,"Ryan Succop","K","TBB"
2,4,"Royal T",122.88000000000001,"BE",0,0,4035687,"Michael Pittman Jr.","WR","IND"
2,4,"Royal T",122.88000000000001,"BE",0,0,3040151,"George Kittle","TE","SFO"
2,4,"Royal T",122.88000000000001,"BE",11.6,11.6,4045163,"Miles Sanders","RB","PHI"
2,4,"Royal T",122.88000000000001,"BE",16.36,19.6,8439,"Aaron Rodgers","QB","GBP"
2,4,"Royal T",122.88000000000001,"BE",0,0,3055899,"Harrison Butker","K","KCC"
2,4,"Royal T",122.88000000000001,"BE",2,5.9,-16033,"Ravens D/ST","DST","BAL"
2,4,"Royal T",122.88000000000001,"BE",22.9,12.1,3121427,"Curtis Samuel","WR","WAS"
2,4,"Royal T",122.88000000000001,"RB/WR/TE",12.100000000000001,16.2,4360294,"Antonio Gibson","RB","WAS"
2,5,"96' Dream  Team",160.92000000000002,"QB",42.62,20.6,3916387,"Lamar Jackson","QB","BAL"
2,5,"96' Dream  Team",160.92000000000002,"RB",16.8,22.4,3117251,"Christian McCaffrey","RB","SFO"
2,5,"96' Dream  Team",160.92000000000002,"RB",13,13,4427366,"Breece Hall","RB","NYJ"
2,5,"96' Dream  Team",160.92000000000002,"WR",14.700000000000001,16.6,3126486,"Deebo Samuel","WR","SFO"
2,5,"96' Dream  Team",160.92000000000002,"WR",42,17,3116406,"Tyreek Hill","WR","MIA"
2,5,"96' Dream  Team",160.92000000000002,"TE",3.9000000000000004,11.5,4360248,"Kyle Pitts","TE","ATL"
2,5,"96' Dream  Team",160.92000000000002,"DST",10,9.1,-16009,"Packers D/ST","DST","GBP"
2,5,"96' Dream  Team",160.92000000000002,"K",12,8.2,3917232,"Tyler Bass","K","BUF"
2,5,"96' Dream  Team",160.92000000000002,"BE",13.3,14,3915416,"DJ Moore","WR","CAR"
2,5,"96' Dream  Team",160.92000000000002,"BE",4.1000000000000005,11.3,4040761,"Devin Singletary","RB","BUF"
2,5,"96' Dream  Team",160.92000000000002,"BE",18.5,12.3,2976316,"Michael Thomas","WR","NOS"
2,5,"96' Dream  Team",160.92000000000002,"BE",20.8,11.3,4360939,"Rashod Bateman","WR","BAL"
2,5,"96' Dream  Team",160.92000000000002,"BE",6.5,6.5,4372414,"Elijah Moore","WR","NYJ"
2,5,"96' Dream  Team",160.92000000000002,"BE",6.1000000000000005,6.1,4569173,"Rhamondre Stevenson","RB","NEP"
2,5,"96' Dream  Team",160.92000000000002,"BE",15.5,8.9,15835,"Zach Ertz","TE","ARI"
2,5,"96' Dream  Team",160.92000000000002,"RB/WR/TE",5.9,5.9,3051392,"Ezekiel Elliott","RB","DAL"
2,6,"Its all Ball Bearings",100.36,"QB",16.56,16.6,3915511,"Joe Burrow","QB","CIN"
2,6,"Its all Ball Bearings",100.36,"RB",13.9,13.9,4241457,"Najee Harris","RB","PIT"
2,6,"Its all Ball Bearings",100.36,"RB",9.4,17.3,3115364,"Leonard Fournette","RB","TBB"
2,6,"Its all Ball Bearings",100.36,"WR",10.8,10.8,4362628,"Ja'Marr Chase","WR","CIN"
2,6,"Its all Ball Bearings",100.36,"WR",12.2,14.3,3121422,"Terry McLaurin","WR","WAS"
2,6,"Its all Ball Bearings",100.36,"TE",1.8,1.8,3117256,"Dalton Schultz","TE","DAL"
2,6,"Its all Ball Bearings",100.36,"DST",13,7,-16025,"49ers D/ST","DST","SFO"
2,6,"Its all Ball Bearings",100.36,"K",12,8.3,16339,"Brandon McManus","K","DEN"
2,6,"Its all Ball Bearings",100.36,"BE",19.1,19.1,4239993,"Tee Higgins","WR","CIN"
2,6,"Its all Ball Bearings",100.36,"BE",9.4,13.7,16731,"Brandin Cooks","WR","HOU"
2,6,"Its all Ball Bearings",100.36,"BE",25.1,25.1,2976499,"Amari Cooper","WR","CLE"
2,6,"Its all Ball Bearings",100.36,"BE",24.6,12,4426502,"Drake London","WR","ATL"
2,6,"Its all Ball Bearings",100.36,"BE",19.700000000000003,10.5,2577327,"Tyler Lockett","WR","SEA"
2,6,"Its all Ball Bearings",100.36,"BE",16.700000000000003,16.7,3925347,"Damien Harris","RB","NEP"
2,6,"Its all Ball Bearings",100.36,"BE",4.1000000000000005,12.9,15807,"Cordarrelle Patterson","RB","ATL"
2,6,"Its all Ball Bearings",100.36,"RB/WR/TE",10.7,15.5,4039359,"Darrell Henderson Jr.","RB","FA"
2,7,"Buckets DeVos",122.6,"QB",17.3,22.3,3139477,"Patrick Mahomes","QB","KCC"
2,7,"Buckets DeVos",122.6,"RB",7.6000000000000005,7.6,3116593,"Dalvin Cook","RB","MIN"
2,7,"Buckets DeVos",122.6,"RB",32,15.4,3042519,"Aaron Jones","RB","GBP"
2,7,"Buckets DeVos",122.6,"WR",9.2,18.8,16800,"Davante Adams","WR","OAK"
2,7,"Buckets DeVos",122.6,"WR",25.3,14.4,3045138,"Mike Williams","WR","LAC"
2,7,"Buckets DeVos",122.6,"TE",14.100000000000001,9.1,2573401,"Tyler Higbee","TE","LAR"
2,7,"Buckets DeVos",122.6,"DST",3,3,-16004,"Bengals D/ST","DST","CIN"
2,7,"Buckets DeVos",122.6,"K",7,9,4249087,"Matt Gay","K","LAR"
2,7,"Buckets DeVos",122.6,"BE",0,0,4243537,"Gabe Davis","WR","BUF"
2,7,"Buckets DeVos",122.6,"BE",0.6,11.6,4040655,"Darnell Mooney","WR","CHI"
2,7,"Buckets DeVos",122.6,"BE",22,6.1,-16002,"Bills D/ST","DST","BUF"
2,7,"Buckets DeVos",122.6,"BE",9.4,18.1,2330,"Tom Brady","QB","TBB"
2,7,"Buckets DeVos",122.6,"BE",19.8,19.8,3916148,"Tony Pollard","RB","DAL"
2,7,"Buckets DeVos",122.6,"BE",0,7.8,4258595,"Cole Kmet","TE","CHI"
2,7,"Buckets DeVos",122.6,"BE",0,0,13982,"Julio Jones","WR","TBB"
2,7,"Buckets DeVos",122.6,"RB/WR/TE",7.1,17.5,3045147,"James Conner","RB","ARI"
2,8,"Run DKC",160.32,"QB",33.019999999999996,33,4040715,"Jalen Hurts","QB","PHI"
2,8,"Run DKC",160.32,"RB",18.4,18.8,3068267,"Austin Ekeler","RB","LAC"
2,8,"Run DKC",160.32,"RB",16.700000000000003,15.6,4259545,"D'Andre Swift","RB","DET"
2,8,"Run DKC",160.32,"WR",9.100000000000001,13.8,16737,"Mike Evans","WR","TBB"
2,8,"Run DKC",160.32,"WR",11.9,11.9,4047646,"A.J. Brown","WR","PHI"
2,8,"Run DKC",160.32,"TE",25.700000000000003,13.7,3116365,"Mark Andrews","TE","BAL"
2,8,"Run DKC",160.32,"DST",25,7.1,-16027,"Buccaneers D/ST","DST","TBB"
2,8,"Run DKC",160.32,"K",13,13,4360234,"Evan McPherson","K","CIN"
2,8,"Run DKC",160.32,"BE",25.880000000000003,20.1,3917315,"Kyler Murray","QB","ARI"
2,8,"Run DKC",160.32,"BE",0,0,4241985,"J.K. Dobbins","RB","BAL"
2,8,"Run DKC",160.32,"BE",9.4,9.4,3059915,"Kareem Hunt","RB","CLE"
2,8,"Run DKC",160.32,"BE",25.8,12.6,3895856,"Christian Kirk","WR","JAC"
2,8,"Run DKC",160.32,"BE",2,7.5,4240600,"Kadarius Toney","WR","KCC"
2,8,"Run DKC",160.32,"BE",1.5,12.2,3139925,"Rashaad Penny","RB","SEA"
2,8,"Run DKC",160.32,"BE",10,10,4240657,"Michael Carter","RB","NYJ"
2,8,"Run DKC",160.32,"RB/WR/TE",7.5,13,4047650,"DK Metcalf","WR","SEA"
3,1,"White Stoners ",96.9,"QB",18.3,18.4,14880,"Kirk Cousins","QB","MIN"
3,1,"White Stoners ",96.9,"RB",6.800000000000001,17.9,3116385,"Joe Mixon","RB","CIN"
3,1,"White Stoners ",96.9,"RB",9,14.5,4361579,"Javonte Williams","RB","DEN"
3,1,"White Stoners ",96.9,"WR",4.4,20.1,4262921,"Justin Jefferson","WR","MIN"
3,1,"White Stoners ",96.9,"WR",13.3,17.7,4374302,"Amon-Ra St. Brown","WR","DET"
3,1,"White Stoners ",96.9,"TE",2.5,8.7,16813,"Logan Thomas","TE","WAS"
3,1,"White Stoners ",96.9,"DST",10,7.3,-16005,"Browns D/ST","DST","CLE"
3,1,"White Stoners ",96.9,"K",10,8.3,10621,"Nick Folk","K","NEP"
3,1,"White Stoners ",96.9,"BE",16.4,13.7,3932905,"Diontae Johnson","WR","PIT"
3,1,"White Stoners ",96.9,"BE",0,0,3116165,"Chris Godwin","WR","TBB"
3,1,"White Stoners ",96.9,"BE",17.700000000000003,13.5,3128429,"Courtland Sutton","WR","DEN"
3,1,"White Stoners ",96.9,"BE",13.9,11.3,3120348,"JuJu Smith-Schuster","WR","KCC"
