"season","week","gsis_id","sportradar_id","espn_id","player_name","pos","team","points","interceptions","passing_2pt_conversions","passing_tds","passing_yards","receiving_2pt_conversions","receiving_fumbles_lost","receiving_tds","receiving_yards","receptions","rushing_2pt_conversions","rushing_fumbles_lost","rushing_tds","rushing_yards","sack_fumbles_lost","special_teams_tds"
2022,1,"00-0036423","617aee8a-70be-4bdf-9a71-2e2b74e647e6","4035115","Albert Okwuegbunam","TE","DEN",8.3,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0
2022,2,"00-0036423","617aee8a-70be-4bdf-9a71-2e2b74e647e6","4035115","Albert Okwuegbunam","TE","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3,"00-0036423","617aee8a-70be-4bdf-9a71-2e2b74e647e6","4035115","Albert Okwuegbunam","TE","DEN",2.2,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0
2022,5,"00-0036423","617aee8a-70be-4bdf-9a71-2e2b74e647e6","4035115","Albert Okwuegbunam","TE","DEN",1.5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
2022,6,"00-0037252",,,"Greg Dulcich","TE","DEN",12.4,0,0,0,0,0,0,1,44,2,0,0,0,0,0,0
2022,7,"00-0037252",,,"Greg Dulcich","TE","DEN",11.1,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0
2022,8,"00-0037252",,,"Greg Dulcich","TE","DEN",12.7,0,0,0,0,0,0,0,87,4,0,0,0,0,0,0
2022,10,"00-0037252",,,"Greg Dulcich","TE","DEN",2.1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
2022,11,"00-0037252",,,"Greg Dulcich","TE","DEN",7,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0
2022,12,"00-0037252",,,"Greg Dulcich","TE","DEN",3.1,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0
2022,13,"00-0037252",,,"Greg Dulcich","TE","DEN",14.5,0,0,0,0,0,0,0,85,6,0,0,0,0,0,0
2022,14,"00-0037252",,,"Greg Dulcich","TE","DEN",7.2,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0
2022,15,"00-0037252",,,"Greg Dulcich","TE","DEN",2.1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
2022,1,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",11.2,0,0,0,0,0,0,0,72,4,0,0,0,0,0,0
2022,2,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",19.7,0,0,0,0,0,0,0,122,7,0,0,0,5,0,0
2022,3,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",17.7,0,0,0,0,0,0,0,97,8,0,0,0,0,0,0
2022,4,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",16.2,0,0,0,0,0,0,1,52,5,0,0,0,0,0,0
2022,5,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",12.4,0,0,0,0,0,0,0,74,5,0,0,0,0,0,0
2022,6,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",3.4,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0
2022,7,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",5.3,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0
2022,8,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",2.3,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0
2022,10,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",12.6,0,0,0,0,0,0,0,66,6,0,0,0,0,0,0
2022,11,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",13,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0
2022,12,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",13.5,0,0,0,0,0,0,0,75,6,0,0,0,0,0,0
2022,13,"00-0034348","b55ae5ba-593f-4560-9cab-14e10698e01d","3128429","Courtland Sutton","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",20.2,0,0,0,0,0,0,1,102,4,0,0,0,0,0,0
2022,2,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",2.2,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0
2022,3,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",3.7,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0
2022,4,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",15.3,0,0,0,0,0,0,1,53,4,0,0,0,0,0,0
2022,5,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",8.3,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0
2022,6,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",8.4,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0
2022,7,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",16.6,0,0,0,0,0,0,0,96,7,0,0,0,0,0,0
2022,8,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",18.3,0,0,0,0,0,0,1,63,6,0,0,0,0,0,0
2022,10,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,13,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",10.5,0,0,0,0,0,0,0,65,4,0,0,0,0,0,0
2022,14,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",33.3,0,0,0,0,0,0,3,73,8,0,0,0,0,0,0
2022,15,"00-0036407","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","4241463","Jerry Jeudy","WR","DEN",14.6,0,0,0,0,0,0,0,76,7,0,0,0,0,0,0
2022,1,"00-0036412","89338a12-65a8-4670-ac99-97281732ff79","4240380","K.J. Hamler","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,"00-0036412","89338a12-65a8-4670-ac99-97281732ff79","4240380","K.J. Hamler","WR","DEN",6.5,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0
2022,5,"00-0036412","89338a12-65a8-4670-ac99-97281732ff79","4240380","K.J. Hamler","WR","DEN",2,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
2022,6,"00-0036412","89338a12-65a8-4670-ac99-97281732ff79","4240380","K.J. Hamler","WR","DEN",6.4,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0
2022,7,"00-0036412","89338a12-65a8-4670-ac99-97281732ff79","4240380","K.J. Hamler","WR","DEN",2.8,0,0,0,0,0,0,0,4,1,0,0,0,14,0,0
2022,8,"00-0036412","89338a12-65a8-4670-ac99-97281732ff79","4240380","K.J. Hamler","WR","DEN",8.1,0,0,0,0,0,0,0,52,2,0,0,0,9,0,0
2022,15,"00-0036247","81997ce2-9e70-4014-999a-25ebb405dbf6","4034950","Freddie Swain","WR","DEN",1.9,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
2022,2,"00-0036439","8cd3d1bb-5b04-4351-bd03-4b4f9b9e33e4","4034964","Tyrie Cleveland","WR","DEN",4.8,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0
2022,5,"00-0036439","8cd3d1bb-5b04-4351-bd03-4b4f9b9e33e4","4034964","Tyrie Cleveland","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,"00-0036439","8cd3d1bb-5b04-4351-bd03-4b4f9b9e33e4","4034964","Tyrie Cleveland","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",3,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0
2022,3,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",3.7,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0
2022,4,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",5.9,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0
2022,6,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",1.8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
2022,7,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",2.4,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0
2022,10,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",10.2,0,0,0,0,0,0,0,62,4,0,0,0,0,0,0
2022,11,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",8.7,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0
2022,12,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",9.8,0,0,0,0,0,0,0,35,5,0,0,0,13,0,0
2022,13,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",2.1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
2022,14,"00-0035864","0830e644-2d6e-446b-9da6-57d7e3472fcd","3700815","Kendall Hinton","WR","DEN",8.8,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0
2022,2,"00-0037272",,,"Montrell Washington","WR","DEN",1.9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2022,4,"00-0037272",,,"Montrell Washington","WR","DEN",1.4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2022,5,"00-0037272",,,"Montrell Washington","WR","DEN",0.9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2022,6,"00-0037272",,,"Montrell Washington","WR","DEN",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,7,"00-0037272",,,"Montrell Washington","WR","DEN",0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2022,8,"00-0037272",,,"Montrell Washington","WR","DEN",1.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2022,10,"00-0037272",,,"Montrell Washington","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,"00-0037272",,,"Montrell Washington","WR","DEN",0.8,0,0,0,0,0,0,0,-3,1,0,0,0,1,0,0
2022,13,"00-0037272",,,"Montrell Washington","WR","DEN",-0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2022,11,"00-0037382",,,"Brandon Johnson","WR","DEN",1.2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2022,12,"00-0037382",,,"Brandon Johnson","WR","DEN",9,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0
2022,14,"00-0037382",,,"Brandon Johnson","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,15,"00-0037382",,,"Brandon Johnson","WR","DEN",6,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0
2022,10,"00-0037387",,,"Jalen Virgil","WR","DEN",13.6,0,0,0,0,0,0,1,66,1,0,0,0,0,0,0
2022,12,"00-0037387",,,"Jalen Virgil","WR","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,14,"00-0037387",,,"Jalen Virgil","WR","DEN",1.9,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
2022,1,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",15.5,1,0,2,215,0,0,0,0,0,0,0,0,9,0,0
2022,2,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",26.04,0,0,4,256,0,0,0,0,0,0,0,0,-2,0,0
2022,3,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",13.88,1,0,1,277,0,0,0,0,0,0,0,0,8,0,0
2022,4,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",33.22,1,1,4,378,0,0,0,0,0,1,0,0,1,0,0
2022,5,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",5.86,1,0,0,229,0,0,0,0,0,0,0,0,7,1,0
2022,7,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",1.52,2,0,0,228,0,0,0,0,0,0,0,0,4,2,0
2022,8,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",18.64,0,0,1,321,0,0,0,5,1,0,0,0,3,0,0
2022,9,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",11.38,1,0,2,137,0,0,0,0,0,0,0,0,-1,0,0
2022,10,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",14.84,0,0,1,236,0,0,0,0,0,0,0,0,14,0,0
2022,11,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",6.5,0,0,0,165,0,0,0,0,0,0,0,0,-1,0,0
2022,12,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",17.6,0,0,2,240,0,0,0,0,0,0,0,0,0,0,0
2022,13,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",21.6,0,0,2,340,0,0,0,0,0,0,0,0,0,0,0
2022,14,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",26.1,0,0,3,330,0,0,0,0,0,0,0,0,9,0,0
2022,15,"00-0033106","aba8f925-ffbf-4654-bfa7-a25d3d237494","3046779","Jared Goff","QB","DET",14.08,0,0,1,252,0,0,0,0,0,0,0,0,0,0,0
2022,13,"00-0032792","e1c506bd-9e36-45e7-b2b9-fff6a9728a06","2979501","Nate Sudfeld","QB","DET",-0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2022,1,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",16,0,0,0,0,0,0,0,2,1,0,0,2,28,0,0
2022,2,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",7,0,0,0,0,0,0,0,7,1,0,0,0,53,0,0
2022,3,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",24.7,0,0,0,0,0,0,0,20,2,0,0,2,87,0,0
2022,4,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",23.9,0,0,0,0,0,0,0,1,1,0,0,2,108,0,0
2022,5,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",5.6,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
2022,7,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",7.3,0,0,0,0,0,0,0,4,1,0,1,0,79,0,0
2022,8,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",22.6,0,0,0,0,0,0,0,23,3,0,0,2,53,0,0
2022,9,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",10.1,0,0,0,0,0,0,0,0,0,1,0,0,81,0,0
2022,10,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",11.9,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0
2022,11,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",24.4,0,0,0,0,0,0,0,0,0,0,0,3,64,0,0
2022,12,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",10.6,0,0,0,0,0,0,0,0,0,0,1,1,66,0,0
2022,13,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",9.5,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0
2022,14,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",3.7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
2022,15,"00-0033948","122e131c-b08c-4b10-901d-481a20aeffb8","2980453","Jamaal Williams","RB","DET",3.3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
2022,4,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",8.7,0,0,0,0,0,0,1,4,2,0,0,0,3,0,0
2022,5,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",1.4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
2022,7,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2022,9,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",2.7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
2022,10,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",4.8,0,0,0,0,0,0,0,14,2,0,0,0,14,0,0
2022,11,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",8.7,0,0,0,0,0,0,0,11,1,0,0,0,66,0,0
2022,12,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",2.9,0,0,0,0,0,0,0,15,1,0,0,0,4,0,0
2022,13,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",5.3,0,0,0,0,0,0,0,19,3,0,0,0,4,0,0
2022,14,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",10.1,0,0,0,0,0,0,0,12,1,0,0,1,19,0,0
2022,15,"00-0034440","e6c3f896-0223-4fc2-be09-c959ea4a475c","3116136","Justin Jackson","RB","DET",4.1,0,0,0,0,0,0,0,15,1,0,0,0,16,0,0
2022,11,"00-0034171","da8694f7-3e30-4500-b890-bd28c7bc0ddc","3116158","Jason Cabinda","RB","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,13,"00-0034171","da8694f7-3e30-4500-b890-bd28c7bc0ddc","3116158","Jason Cabinda","RB","DET",0.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2022,15,"00-0034171","da8694f7-3e30-4500-b890-bd28c7bc0ddc","3116158","Jason Cabinda","RB","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,"00-0035567","0deb1dc9-0945-470d-8352-220d26d03d7d","4421446","Craig Reynolds","RB","DET",3.9,0,0,0,0,0,0,0,13,1,0,0,0,16,0,0
2022,3,"00-0035567","0deb1dc9-0945-470d-8352-220d26d03d7d","4421446","Craig Reynolds","RB","DET",2.8,0,0,0,0,0,0,0,5,1,0,0,0,13,0,0
2022,4,"00-0035567","0deb1dc9-0945-470d-8352-220d26d03d7d","4421446","Craig Reynolds","RB","DET",5.2,0,0,0,0,0,0,0,12,1,0,0,0,30,0,0
2022,5,"00-0035567","0deb1dc9-0945-470d-8352-220d26d03d7d","4421446","Craig Reynolds","RB","DET",12.2,0,0,0,0,0,0,0,68,3,0,0,0,24,0,0
2022,7,"00-0035567","0deb1dc9-0945-470d-8352-220d26d03d7d","4421446","Craig Reynolds","RB","DET",6,0,0,0,0,0,0,0,18,3,0,0,0,12,0,0
2022,8,"00-0035567","0deb1dc9-0945-470d-8352-220d26d03d7d","4421446","Craig Reynolds","RB","DET",0.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2022,1,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",26.5,0,0,0,0,0,0,0,31,3,0,0,1,144,0,0
2022,2,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",16.7,0,0,0,0,0,0,1,31,2,0,0,0,56,0,0
2022,3,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",7.6,0,0,0,0,0,0,0,15,3,0,0,0,31,0,0
2022,8,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",14.3,0,0,0,0,0,0,1,27,5,0,0,0,6,0,0
2022,9,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",8,0,0,0,0,0,0,0,40,3,0,0,0,10,0,0
2022,10,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",8.2,0,0,0,0,0,0,0,6,1,0,0,1,6,0,0
2022,11,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",12.2,0,0,0,0,0,0,0,12,3,0,0,1,20,0,0
2022,12,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",10.3,0,0,0,0,0,0,0,24,4,1,0,0,19,0,0
2022,13,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",21.1,0,0,0,0,0,0,0,49,4,0,0,1,62,0,0
2022,14,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",6.9,0,0,0,0,0,0,0,18,3,0,0,0,21,0,0
2022,15,"00-0036275","cc4b5f58-a11c-4450-a1df-617ad88336e4","4259545","D'Andre Swift","RB","DET",12.5,0,0,0,0,0,0,0,23,5,0,0,0,52,0,0
2022,9,"00-0036534","0cafaac9-20fb-4e5a-9362-158d8a4e7904",,"Shane Zylstra","TE","DET",7.1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2022,10,"00-0036534","0cafaac9-20fb-4e5a-9362-158d8a4e7904",,"Shane Zylstra","TE","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,13,"00-0036534","0cafaac9-20fb-4e5a-9362-158d8a4e7904",,"Shane Zylstra","TE","DET",1.4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2022,14,"00-0036534","0cafaac9-20fb-4e5a-9362-158d8a4e7904",,"Shane Zylstra","TE","DET",3.8,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0
2022,15,"00-0036534","0cafaac9-20fb-4e5a-9362-158d8a4e7904",,"Shane Zylstra","TE","DET",1.4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2022,2,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",3.5,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0
2022,7,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",9.7,0,0,0,0,0,0,0,57,4,0,0,0,0,0,0
2022,8,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",1.6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
2022,9,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",7.2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2022,11,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",4,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0
2022,12,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",2.6,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
2022,13,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",4.5,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0
2022,14,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,15,"00-0036754","8f182089-7730-499e-8f2e-87bda32debfb",,"Brock Wright","TE","DET",12.1,0,0,0,0,0,0,1,51,1,0,0,0,0,0,0
2022,8,"00-0037282",,,"James Mitchell","TE","DET",2.4,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0
2022,9,"00-0037282",,,"James Mitchell","TE","DET",8.8,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0
2022,10,"00-0037282",,,"James Mitchell","TE","DET",1.4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2022,12,"00-0037282",,,"James Mitchell","TE","DET",3.2,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0
2022,15,"00-0037282",,,"James Mitchell","TE","DET",3.2,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0
2022,1,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",1.4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2022,4,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",5.1,0,0,0,0,0,1,0,38,3,0,0,0,3,0,0
2022,5,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",9.5,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0
2022,7,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",14.5,0,0,0,0,0,0,0,75,5,0,0,0,20,0,0
2022,8,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",10.6,0,0,0,0,0,0,0,76,3,0,0,0,0,0,0
2022,9,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",4.7,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0
2022,10,"00-0032464","e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36","2973405","Kalif Raymond","WR","DET",7.7,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0
