"season","week","gsis_id","sportradar_id","espn_id","player_name","pos","team","points","interceptions","passing_2pt_conversions","passing_tds","passing_yards","receiving_2pt_conversions","receiving_fumbles_lost","receiving_tds","receiving_yards","receptions","rushing_2pt_conversions","rushing_fumbles_lost","rushing_tds","rushing_yards","sack_fumbles_lost","special_teams_tds"
2022,3,"00-0034301","c2a19a09-74a2-4ace-8cc3-6dfb65070a70","3115375","Darrel Williams","RB","ARI",0.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2022,4,"00-0034301","c2a19a09-74a2-4ace-8cc3-6dfb65070a70","3115375","Darrel Williams","RB","ARI",1.9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2022,5,"00-0034301","c2a19a09-74a2-4ace-8cc3-6dfb65070a70","3115375","Darrel Williams","RB","ARI",0.9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2022,8,"00-0034301","c2a19a09-74a2-4ace-8cc3-6dfb65070a70","3115375","Darrel Williams","RB","ARI",3.4,0,0,0,0,0,0,0,6,2,0,0,0,8,0,0
2022,6,"00-0037299",,,"Keaontay Ingram","RB","ARI",0.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2022,7,"00-0037299",,,"Keaontay Ingram","RB","ARI",11.7,0,0,0,0,0,0,0,23,2,0,0,1,14,0,0
2022,9,"00-0037299",,,"Keaontay Ingram","RB","ARI",0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2022,10,"00-0037299",,,"Keaontay Ingram","RB","ARI",0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2022,11,"00-0037299",,,"Keaontay Ingram","RB","ARI",1.9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2022,12,"00-0037299",,,"Keaontay Ingram","RB","ARI",0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2022,14,"00-0037299",,,"Keaontay Ingram","RB","ARI",0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,15,"00-0037299",,,"Keaontay Ingram","RB","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",11.4,0,0,0,0,1,0,1,14,2,0,0,0,0,0,0
2022,2,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",15.5,0,0,0,0,0,0,0,75,8,0,0,0,0,0,0
2022,3,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",10.5,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0
2022,4,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",16.7,0,0,0,0,0,0,1,47,6,0,0,0,0,0,0
2022,5,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",10.8,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0
2022,6,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",14,0,0,0,0,0,0,0,70,7,0,0,0,0,0,0
2022,7,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",6.1,0,0,0,0,1,0,0,21,2,0,0,0,0,0,0
2022,8,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",13.4,0,0,0,0,0,0,1,34,4,0,0,0,0,0,0
2022,9,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",15,0,0,0,0,0,0,1,40,5,0,0,0,0,0,0
2022,10,"00-0030061","de3421f7-2147-4835-89a5-724e87bad463","15835","Zach Ertz","TE","ARI",2.2,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0
2022,11,"00-0031558","52f4a43a-64a9-4d69-a9e2-28bd60f68e49","2970726","Maxx Williams","TE","ARI",1.7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
2022,15,"00-0031558","52f4a43a-64a9-4d69-a9e2-28bd60f68e49","2970726","Maxx Williams","TE","ARI",3.1,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0
2022,2,"00-0032725","5cb0bf9c-03b4-4201-97c5-a59c6db50841","2576854","Stephen Anderson","TE","ARI",1.2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2022,10,"00-0032725","5cb0bf9c-03b4-4201-97c5-a59c6db50841","2576854","Stephen Anderson","TE","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,"00-0032725","5cb0bf9c-03b4-4201-97c5-a59c6db50841","2576854","Stephen Anderson","TE","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,14,"00-0032725","5cb0bf9c-03b4-4201-97c5-a59c6db50841","2576854","Stephen Anderson","TE","ARI",2.7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0
2022,4,"00-0037744",,,"Trey McBride","TE","ARI",5.4,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0
2022,10,"00-0037744",,,"Trey McBride","TE","ARI",1.7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
2022,11,"00-0037744",,,"Trey McBride","TE","ARI",5.4,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0
2022,12,"00-0037744",,,"Trey McBride","TE","ARI",1.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2022,14,"00-0037744",,,"Trey McBride","TE","ARI",5.8,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0
2022,15,"00-0037744",,,"Trey McBride","TE","ARI",9.5,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0
2022,1,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",3.3,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
2022,2,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",6.6,0,0,0,0,1,0,0,16,3,0,0,0,0,0,0
2022,3,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",5,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0
2022,6,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",2.7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0
2022,8,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",9,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0
2022,11,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",10,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0
2022,12,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",1.5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
2022,14,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",1.7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
2022,15,"00-0027942","c9701373-23f6-4058-9189-8d9c085f3c49","13983","A.J. Green","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,7,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",20.3,0,0,0,0,0,0,0,103,10,0,0,0,0,0,0
2022,8,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",33.9,0,0,0,0,0,0,1,159,12,0,0,0,0,0,0
2022,9,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",13.6,0,0,0,0,0,0,1,36,4,0,0,0,0,0,0
2022,10,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",19.8,0,0,0,0,0,0,0,98,10,0,0,0,0,0,0
2022,11,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",18.1,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0
2022,12,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",18.7,0,0,0,0,0,0,1,87,4,0,0,0,0,0,0
2022,14,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",12.9,0,0,0,0,0,1,0,79,7,0,0,0,0,0,0
2022,15,"00-0030564","5c48ade7-4b9a-4757-9643-87a6e3839e2b","15795","DeAndre Hopkins","WR","ARI",13,0,0,0,0,0,0,0,60,7,0,0,0,0,0,0
2022,1,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",21.2,0,0,0,0,0,0,1,102,5,0,0,0,0,0,0
2022,2,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",4.2,0,0,0,0,0,1,0,32,3,0,0,0,0,0,0
2022,3,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",2.4,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0
2022,4,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",5.6,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0
2022,5,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",4.2,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0
2022,7,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",0.6,0,0,0,0,0,0,0,-4,1,0,0,0,0,0,0
2022,12,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",2.7,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0
2022,14,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",9,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0
2022,15,"00-0032688","e81fb788-1478-4936-ae12-f6ed7ec23476","2574808","Robby Anderson","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",14.3,0,0,0,0,0,0,1,43,4,0,0,0,0,0,0
2022,2,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",12.8,0,0,0,0,0,0,0,68,6,0,0,0,0,0,0
2022,3,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",28,0,0,0,0,0,0,0,140,14,0,0,0,0,0,0
2022,4,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",20.8,0,0,0,0,0,0,1,88,6,0,0,0,0,0,0
2022,5,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",21.8,0,0,0,0,0,0,1,78,8,0,0,0,0,0,0
2022,6,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",11.8,0,0,0,0,0,0,0,68,5,0,0,0,0,0,0
2022,12,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",10.6,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0
2022,14,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",7.4,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0
2022,15,"00-0035662","feeee40a-dd63-41a7-89cd-6c95b5456833","4241372","Marquise Brown","WR","ARI",5.9,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0
2022,1,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",13.3,0,0,0,0,0,0,0,63,7,0,0,0,0,0,0
2022,2,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",15.5,0,0,0,0,0,0,1,55,4,0,0,0,0,0,0
2022,3,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",17,0,0,0,0,0,0,0,80,9,0,0,0,0,0,0
2022,4,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",1.6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
2022,7,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",7.6,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0
2022,8,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",3.2,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0
2022,9,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",1.3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
2022,11,"00-0035500","4484c7d1-025a-4f26-8e9b-48503afb0c68","4037235","Greg Dortch","WR","ARI",19.3,0,0,0,0,0,0,0,103,9,0,0,0,0,0,0
2022,2,"00-0035876","58266b36-fa48-4f51-b41c-909bf82748f3","3886809","Andre Baccellia","WR","ARI",3.2,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0
2022,3,"00-0035876","58266b36-fa48-4f51-b41c-909bf82748f3","3886809","Andre Baccellia","WR","ARI",3.3,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
2022,12,"00-0035876","58266b36-fa48-4f51-b41c-909bf82748f3","3886809","Andre Baccellia","WR","ARI",1.7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
2022,4,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",3.7,0,0,0,0,0,0,0,11,3,0,0,0,-4,0,0
2022,5,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",13.1,0,0,0,0,0,0,0,68,7,0,0,0,-7,0,0
2022,6,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",10.9,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0
2022,7,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",4.1,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0
2022,8,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",23.4,0,0,0,0,0,0,1,92,7,0,0,0,12,0,0
2022,9,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",14.9,0,0,0,0,0,0,0,69,8,0,0,0,0,0,0
2022,10,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",18.4,0,0,0,0,0,0,0,94,9,0,0,0,0,0,0
2022,11,"00-0036936","975555d0-fe82-4e88-90f4-d690f5000671","4372485","Rondale Moore","WR","ARI",-0.6,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0
2022,2,"00-0034360","074acf5e-748f-4d42-9875-0090f1480bec","3128715","Lorenzo Carter","LB","ATL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,1,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",19.8,0,0,0,215,0,0,0,0,0,0,1,1,72,0,0
2022,2,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",13.44,2,1,2,196,0,0,0,0,0,0,0,0,16,1,0
2022,3,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",15.56,1,0,1,229,0,0,0,0,0,0,1,1,4,0,0
2022,4,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",3.86,1,0,0,139,0,0,0,0,0,0,0,0,3,0,0
2022,5,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",17.98,0,1,1,147,0,0,0,0,0,0,0,0,61,0,0
2022,6,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",24.16,0,0,2,129,0,0,0,0,0,0,0,1,50,0,0
2022,7,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",12.06,0,0,1,124,0,0,0,0,0,0,0,0,31,0,0
2022,8,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",22.42,2,0,3,253,0,0,0,0,0,0,0,0,43,0,0
2022,9,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",7.56,0,0,0,129,0,0,0,0,0,0,0,0,24,0,0
2022,10,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",17.74,1,0,2,186,0,0,0,0,0,0,0,0,43,0,0
2022,11,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",17.74,0,0,1,131,0,0,0,0,0,0,0,1,25,0,0
2022,12,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",13.86,1,0,1,174,0,0,0,0,0,0,0,0,49,0,0
2022,13,"00-0032268","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","2576980","Marcus Mariota","QB","ATL",10.38,1,0,1,167,0,0,0,0,0,0,0,0,17,0,0
2022,15,"00-0038122",,,"Desmond Ridder","QB","ATL",7.68,0,0,0,97,0,0,0,0,0,0,0,0,38,0,0
2022,1,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",22.6,0,0,0,0,0,0,0,16,3,0,0,1,120,0,0
2022,2,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",4.1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
2022,3,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",22.3,0,0,0,0,0,0,0,12,1,0,0,1,141,0,0
2022,4,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",9.8,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0
2022,9,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",18.3,0,0,0,0,0,0,0,9,1,0,0,2,44,0,0
2022,10,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",3,0,0,0,0,0,0,0,2,1,0,0,0,18,0,0
2022,11,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",11.9,0,0,0,0,0,0,0,7,2,0,1,0,52,0,1
2022,12,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",10.1,0,0,0,0,0,0,0,19,3,0,0,0,52,0,0
2022,13,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",6,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
2022,15,"00-0030578","da85107c-365c-4d58-90ab-479d97d798b4","15807","Cordarrelle Patterson","RB","ATL",12.2,0,0,0,0,0,0,0,0,1,0,0,1,52,0,0
2022,4,"00-0030968","955093e0-39aa-48b4-b34d-259b369e6535","17315","Keith Smith","RB","ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6,"00-0030968","955093e0-39aa-48b4-b34d-259b369e6535","17315","Keith Smith","RB","ATL",2,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0
2022,1,"00-0036950","6b2ee61f-463f-478a-9bfa-e43c8e9b0c2e","4048259","Avery Williams","RB","ATL",2.5,0,0,0,0,0,0,0,8,1,0,0,0,7,0,0
2022,2,"00-0036950","6b2ee61f-463f-478a-9bfa-e43c8e9b0c2e","4048259","Avery Williams","RB","ATL",1.6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
2022,3,"00-0036950","6b2ee61f-463f-478a-9bfa-e43c8e9b0c2e","4048259","Avery Williams","RB","ATL",0.9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
